,hotel_id,price,stock,city,date,language,mobile,avatar_id,name
0,294,59,10,vilnius,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
1,294,59,10,vilnius,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
2,607,129,18,vilnius,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
3,607,129,18,vilnius,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
4,957,61,2,vilnius,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
5,957,61,2,vilnius,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
6,240,137,33,vilnius,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
7,240,137,33,vilnius,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
8,76,57,0,vilnius,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
9,76,57,0,vilnius,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
10,623,175,50,vilnius,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
11,623,175,50,vilnius,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
12,654,133,31,vilnius,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
13,654,133,31,vilnius,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
14,432,140,31,vilnius,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
15,432,140,31,vilnius,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
16,221,53,15,vilnius,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
17,221,53,15,vilnius,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
18,84,188,52,vilnius,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
19,84,188,52,vilnius,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
20,356,76,14,vilnius,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
21,356,76,14,vilnius,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
22,551,58,15,vilnius,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
23,551,58,15,vilnius,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
24,320,110,0,vilnius,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
25,320,110,0,vilnius,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
26,198,115,20,vilnius,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
27,198,115,20,vilnius,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
28,461,56,26,vilnius,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
29,461,56,26,vilnius,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
30,406,55,10,vilnius,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
31,406,55,10,vilnius,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
32,247,132,36,vilnius,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
33,247,132,36,vilnius,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
34,448,109,20,vilnius,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
35,448,109,20,vilnius,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
36,217,123,46,vilnius,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
37,217,123,46,vilnius,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
38,896,56,0,vilnius,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
39,896,56,0,vilnius,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
40,516,210,38,vilnius,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
41,516,210,38,vilnius,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
42,819,117,55,vilnius,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
43,819,117,55,vilnius,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
44,687,129,20,vilnius,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
45,687,129,20,vilnius,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
46,881,132,36,vilnius,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
47,881,132,36,vilnius,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
48,197,109,12,vilnius,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
49,197,109,12,vilnius,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
50,362,80,18,vilnius,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
51,362,80,18,vilnius,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
52,533,126,37,vilnius,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
53,533,126,37,vilnius,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
54,593,56,29,vilnius,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
55,593,56,29,vilnius,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
56,89,95,15,vilnius,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
57,89,95,15,vilnius,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
58,914,56,9,vilnius,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
59,914,56,9,vilnius,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
60,177,150,27,vilnius,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
61,177,150,27,vilnius,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
62,520,82,11,vilnius,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
63,520,82,11,vilnius,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
64,794,197,54,vilnius,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
65,794,197,54,vilnius,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
66,420,56,14,vilnius,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
67,420,56,14,vilnius,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
68,19,55,11,vilnius,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
69,19,55,11,vilnius,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
70,678,76,24,vilnius,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
71,678,76,24,vilnius,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
72,765,57,17,vilnius,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
73,765,57,17,vilnius,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
74,288,111,19,vilnius,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
75,288,111,19,vilnius,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
76,490,131,18,vilnius,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
77,490,131,18,vilnius,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
78,183,136,35,vilnius,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
79,183,136,35,vilnius,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
80,5,118,41,vilnius,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
81,5,118,41,vilnius,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
82,409,92,20,vilnius,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
83,409,92,20,vilnius,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
84,503,174,46,vilnius,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
85,503,174,46,vilnius,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
86,545,131,17,vilnius,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
87,545,131,17,vilnius,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
88,451,107,27,vilnius,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
89,451,107,27,vilnius,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
90,648,59,4,vilnius,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
91,648,59,4,vilnius,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
92,61,187,52,vilnius,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
93,61,187,52,vilnius,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
