,hotel_id,price,stock,city,date,language,mobile,avatar_id,name
0,815,160,41,sofia,20,romanian,1,258588,avatar_d_romanian_cheap_villes_date_20
1,815,160,41,sofia,20,romanian,1,258588,avatar_d_romanian_cheap_villes_date_20
2,815,160,41,sofia,20,romanian,1,258588,avatar_d_romanian_cheap_villes_date_20
3,553,96,13,sofia,20,romanian,1,258588,avatar_d_romanian_cheap_villes_date_20
4,553,96,13,sofia,20,romanian,1,258588,avatar_d_romanian_cheap_villes_date_20
5,553,96,13,sofia,20,romanian,1,258588,avatar_d_romanian_cheap_villes_date_20
6,145,87,22,sofia,20,romanian,1,258588,avatar_d_romanian_cheap_villes_date_20
7,145,87,22,sofia,20,romanian,1,258588,avatar_d_romanian_cheap_villes_date_20
8,145,87,22,sofia,20,romanian,1,258588,avatar_d_romanian_cheap_villes_date_20
9,814,142,40,sofia,20,romanian,1,258588,avatar_d_romanian_cheap_villes_date_20
10,814,142,40,sofia,20,romanian,1,258588,avatar_d_romanian_cheap_villes_date_20
11,814,142,40,sofia,20,romanian,1,258588,avatar_d_romanian_cheap_villes_date_20
12,653,101,32,sofia,20,romanian,1,258588,avatar_d_romanian_cheap_villes_date_20
13,653,101,32,sofia,20,romanian,1,258588,avatar_d_romanian_cheap_villes_date_20
14,653,101,32,sofia,20,romanian,1,258588,avatar_d_romanian_cheap_villes_date_20
15,608,85,28,sofia,20,romanian,1,258588,avatar_d_romanian_cheap_villes_date_20
16,608,85,28,sofia,20,romanian,1,258588,avatar_d_romanian_cheap_villes_date_20
17,608,85,28,sofia,20,romanian,1,258588,avatar_d_romanian_cheap_villes_date_20
18,208,62,9,sofia,20,romanian,1,258588,avatar_d_romanian_cheap_villes_date_20
19,208,62,9,sofia,20,romanian,1,258588,avatar_d_romanian_cheap_villes_date_20
20,208,62,9,sofia,20,romanian,1,258588,avatar_d_romanian_cheap_villes_date_20
21,44,54,7,sofia,20,romanian,1,258588,avatar_d_romanian_cheap_villes_date_20
22,44,54,7,sofia,20,romanian,1,258588,avatar_d_romanian_cheap_villes_date_20
23,44,54,7,sofia,20,romanian,1,258588,avatar_d_romanian_cheap_villes_date_20
24,141,85,24,sofia,20,romanian,1,258588,avatar_d_romanian_cheap_villes_date_20
25,141,85,24,sofia,20,romanian,1,258588,avatar_d_romanian_cheap_villes_date_20
26,141,85,24,sofia,20,romanian,1,258588,avatar_d_romanian_cheap_villes_date_20
27,203,103,27,sofia,20,romanian,1,258588,avatar_d_romanian_cheap_villes_date_20
28,203,103,27,sofia,20,romanian,1,258588,avatar_d_romanian_cheap_villes_date_20
29,203,103,27,sofia,20,romanian,1,258588,avatar_d_romanian_cheap_villes_date_20
30,923,51,16,sofia,20,romanian,1,258588,avatar_d_romanian_cheap_villes_date_20
31,923,51,16,sofia,20,romanian,1,258588,avatar_d_romanian_cheap_villes_date_20
32,923,51,16,sofia,20,romanian,1,258588,avatar_d_romanian_cheap_villes_date_20
33,802,82,16,sofia,20,romanian,1,258588,avatar_d_romanian_cheap_villes_date_20
34,802,82,16,sofia,20,romanian,1,258588,avatar_d_romanian_cheap_villes_date_20
35,802,82,16,sofia,20,romanian,1,258588,avatar_d_romanian_cheap_villes_date_20
36,665,66,15,sofia,20,romanian,1,258588,avatar_d_romanian_cheap_villes_date_20
37,665,66,15,sofia,20,romanian,1,258588,avatar_d_romanian_cheap_villes_date_20
38,665,66,15,sofia,20,romanian,1,258588,avatar_d_romanian_cheap_villes_date_20
39,852,46,12,sofia,20,romanian,1,258588,avatar_d_romanian_cheap_villes_date_20
40,852,46,12,sofia,20,romanian,1,258588,avatar_d_romanian_cheap_villes_date_20
41,852,46,12,sofia,20,romanian,1,258588,avatar_d_romanian_cheap_villes_date_20
42,459,86,22,sofia,20,romanian,1,258588,avatar_d_romanian_cheap_villes_date_20
43,459,86,22,sofia,20,romanian,1,258588,avatar_d_romanian_cheap_villes_date_20
44,459,86,22,sofia,20,romanian,1,258588,avatar_d_romanian_cheap_villes_date_20
45,181,78,47,sofia,20,romanian,1,258588,avatar_d_romanian_cheap_villes_date_20
46,181,78,47,sofia,20,romanian,1,258588,avatar_d_romanian_cheap_villes_date_20
47,181,78,47,sofia,20,romanian,1,258588,avatar_d_romanian_cheap_villes_date_20
48,597,155,38,sofia,20,romanian,1,258588,avatar_d_romanian_cheap_villes_date_20
49,597,155,38,sofia,20,romanian,1,258588,avatar_d_romanian_cheap_villes_date_20
50,597,155,38,sofia,20,romanian,1,258588,avatar_d_romanian_cheap_villes_date_20
51,574,61,10,sofia,20,romanian,1,258588,avatar_d_romanian_cheap_villes_date_20
52,574,61,10,sofia,20,romanian,1,258588,avatar_d_romanian_cheap_villes_date_20
