,hotel_id,price,stock,city,date,language,mobile,avatar_id,name
0,118,90,14,vilnius,18,romanian,0,332020,avatar_794
1,896,56,0,vilnius,18,romanian,0,332020,avatar_794
2,189,106,26,vilnius,18,romanian,0,332020,avatar_794
3,758,58,18,vilnius,18,romanian,0,332020,avatar_794
4,355,82,15,vilnius,18,romanian,0,332020,avatar_794
5,740,130,18,vilnius,18,romanian,0,332020,avatar_794
6,957,61,0,vilnius,18,romanian,0,332020,avatar_794
7,84,188,42,vilnius,18,romanian,0,332020,avatar_794
8,794,197,46,vilnius,18,romanian,0,332020,avatar_794
9,221,53,13,vilnius,18,romanian,0,332020,avatar_794
10,490,131,16,vilnius,18,romanian,0,332020,avatar_794
11,74,111,20,vilnius,18,romanian,0,332020,avatar_794
12,448,123,18,vilnius,18,romanian,0,332020,avatar_794
13,632,82,8,vilnius,18,romanian,0,332020,avatar_794
14,18,51,8,vilnius,18,romanian,0,332020,avatar_794
15,545,131,13,vilnius,18,romanian,0,332020,avatar_794
16,502,96,14,vilnius,18,romanian,0,332020,avatar_794
17,503,174,34,vilnius,18,romanian,0,332020,avatar_794
18,451,107,20,vilnius,18,romanian,0,332020,avatar_794
19,950,77,4,vilnius,18,romanian,0,332020,avatar_794
20,464,78,11,vilnius,18,romanian,0,332020,avatar_794
21,568,80,25,vilnius,18,romanian,0,332020,avatar_794
22,813,111,0,vilnius,18,romanian,0,332020,avatar_794
23,89,95,13,vilnius,18,romanian,0,332020,avatar_794
24,956,92,14,vilnius,18,romanian,0,332020,avatar_794
25,362,83,14,vilnius,18,romanian,0,332020,avatar_794
26,623,175,42,vilnius,18,romanian,0,332020,avatar_794
27,516,218,31,vilnius,18,romanian,0,332020,avatar_794
28,667,126,16,vilnius,18,romanian,0,332020,avatar_794
29,461,56,20,vilnius,18,romanian,0,332020,avatar_794
30,879,111,26,vilnius,18,romanian,0,332020,avatar_794
31,479,150,21,vilnius,18,romanian,0,332020,avatar_794
32,136,84,16,vilnius,18,romanian,0,332020,avatar_794
33,533,126,28,vilnius,18,romanian,0,332020,avatar_794
34,406,55,8,vilnius,18,romanian,0,332020,avatar_794
35,955,71,7,vilnius,18,romanian,0,332020,avatar_794
36,589,59,0,vilnius,18,romanian,0,332020,avatar_794
37,217,123,39,vilnius,18,romanian,0,332020,avatar_794
38,551,58,13,vilnius,18,romanian,0,332020,avatar_794
39,914,56,6,vilnius,18,romanian,0,332020,avatar_794
40,198,129,18,vilnius,18,romanian,0,332020,avatar_794
41,420,56,8,vilnius,18,romanian,0,332020,avatar_794
42,520,82,9,vilnius,18,romanian,0,332020,avatar_794
43,408,115,19,vilnius,18,romanian,0,332020,avatar_794
44,240,148,26,vilnius,18,romanian,0,332020,avatar_794
45,61,187,45,vilnius,18,romanian,0,332020,avatar_794
46,678,79,19,vilnius,18,romanian,0,332020,avatar_794
47,5,118,34,vilnius,18,romanian,0,332020,avatar_794
48,976,80,2,vilnius,18,romanian,0,332020,avatar_794
49,125,54,12,vilnius,18,romanian,0,332020,avatar_794
50,320,110,0,vilnius,18,romanian,0,332020,avatar_794
51,40,109,22,vilnius,18,romanian,0,332020,avatar_794
52,887,127,18,vilnius,18,romanian,0,332020,avatar_794
53,394,67,14,vilnius,18,romanian,0,332020,avatar_794
54,687,129,18,vilnius,18,romanian,0,332020,avatar_794
55,19,55,9,vilnius,18,romanian,0,332020,avatar_794
56,80,212,30,vilnius,18,romanian,0,332020,avatar_794
57,820,165,19,vilnius,18,romanian,0,332020,avatar_794
58,620,145,20,vilnius,18,romanian,0,332020,avatar_794
59,340,75,9,vilnius,18,romanian,0,332020,avatar_794
60,409,92,16,vilnius,18,romanian,0,332020,avatar_794
61,215,78,10,vilnius,18,romanian,0,332020,avatar_794
62,59,109,0,vilnius,18,romanian,0,332020,avatar_794
63,155,91,12,vilnius,18,romanian,0,332020,avatar_794
64,288,111,4,vilnius,18,romanian,0,332020,avatar_794
65,72,56,9,vilnius,18,romanian,0,332020,avatar_794
66,432,151,26,vilnius,18,romanian,0,332020,avatar_794
67,881,132,26,vilnius,18,romanian,0,332020,avatar_794
68,593,56,26,vilnius,18,romanian,0,332020,avatar_794
69,819,117,46,vilnius,18,romanian,0,332020,avatar_794
70,183,136,28,vilnius,18,romanian,0,332020,avatar_794
71,356,77,8,vilnius,18,romanian,0,332020,avatar_794
72,765,57,17,vilnius,18,romanian,0,332020,avatar_794
73,294,59,7,vilnius,18,romanian,0,332020,avatar_794
74,605,166,19,vilnius,18,romanian,0,332020,avatar_794
75,204,57,8,vilnius,18,romanian,0,332020,avatar_794
76,247,137,29,vilnius,18,romanian,0,332020,avatar_794
77,104,56,30,vilnius,18,romanian,0,332020,avatar_794
78,654,133,21,vilnius,18,romanian,0,332020,avatar_794
79,607,129,13,vilnius,18,romanian,0,332020,avatar_794
80,670,77,1,vilnius,18,romanian,0,332020,avatar_794
81,47,149,24,vilnius,18,romanian,0,332020,avatar_794
82,76,57,0,vilnius,18,romanian,0,332020,avatar_794
83,177,150,20,vilnius,18,romanian,0,332020,avatar_794
84,498,99,11,vilnius,18,romanian,0,332020,avatar_794
85,648,59,0,vilnius,18,romanian,0,332020,avatar_794
86,197,109,2,vilnius,18,romanian,0,332020,avatar_794
87,767,167,79,paris,36,swedish,1,332021,avatar_794
88,767,167,79,paris,36,swedish,1,332021,avatar_794
89,705,133,65,paris,36,swedish,1,332021,avatar_794
90,705,133,65,paris,36,swedish,1,332021,avatar_794
91,123,115,63,paris,36,swedish,1,332021,avatar_794
92,123,115,63,paris,36,swedish,1,332021,avatar_794
93,115,116,75,paris,36,swedish,1,332021,avatar_794
94,115,116,75,paris,36,swedish,1,332021,avatar_794
95,785,192,113,paris,36,swedish,1,332021,avatar_794
96,785,192,113,paris,36,swedish,1,332021,avatar_794
97,792,89,81,paris,36,swedish,1,332021,avatar_794
98,792,89,81,paris,36,swedish,1,332021,avatar_794
99,910,91,36,paris,36,swedish,1,332021,avatar_794
100,910,91,36,paris,36,swedish,1,332021,avatar_794
101,731,167,80,paris,36,swedish,1,332021,avatar_794
102,731,167,80,paris,36,swedish,1,332021,avatar_794
103,65,164,90,paris,36,swedish,1,332021,avatar_794
104,65,164,90,paris,36,swedish,1,332021,avatar_794
105,222,271,163,paris,36,swedish,1,332021,avatar_794
106,222,271,163,paris,36,swedish,1,332021,avatar_794
107,150,192,111,paris,36,swedish,1,332021,avatar_794
108,150,192,111,paris,36,swedish,1,332021,avatar_794
109,121,85,38,paris,36,swedish,1,332021,avatar_794
110,121,85,38,paris,36,swedish,1,332021,avatar_794
111,338,195,108,paris,36,swedish,1,332021,avatar_794
112,338,195,108,paris,36,swedish,1,332021,avatar_794
113,130,188,111,paris,36,swedish,1,332021,avatar_794
114,130,188,111,paris,36,swedish,1,332021,avatar_794
115,741,176,80,paris,36,swedish,1,332021,avatar_794
116,741,176,80,paris,36,swedish,1,332021,avatar_794
117,738,122,71,paris,36,swedish,1,332021,avatar_794
118,738,122,71,paris,36,swedish,1,332021,avatar_794
119,290,178,78,paris,36,swedish,1,332021,avatar_794
120,290,178,78,paris,36,swedish,1,332021,avatar_794
121,700,192,141,paris,36,swedish,1,332021,avatar_794
122,700,192,141,paris,36,swedish,1,332021,avatar_794
123,948,200,120,paris,36,swedish,1,332021,avatar_794
124,948,200,120,paris,36,swedish,1,332021,avatar_794
125,94,271,203,paris,36,swedish,1,332021,avatar_794
126,94,271,203,paris,36,swedish,1,332021,avatar_794
127,577,175,80,paris,36,swedish,1,332021,avatar_794
128,577,175,80,paris,36,swedish,1,332021,avatar_794
129,436,267,196,paris,36,swedish,1,332021,avatar_794
130,436,267,196,paris,36,swedish,1,332021,avatar_794
131,582,203,119,paris,36,swedish,1,332021,avatar_794
132,582,203,119,paris,36,swedish,1,332021,avatar_794
133,797,124,73,paris,36,swedish,1,332021,avatar_794
134,797,124,73,paris,36,swedish,1,332021,avatar_794
135,306,203,111,paris,36,swedish,1,332021,avatar_794
136,306,203,111,paris,36,swedish,1,332021,avatar_794
137,723,83,35,paris,36,swedish,1,332021,avatar_794
138,723,83,35,paris,36,swedish,1,332021,avatar_794
139,28,129,64,paris,36,swedish,1,332021,avatar_794
140,28,129,64,paris,36,swedish,1,332021,avatar_794
141,631,87,34,paris,36,swedish,1,332021,avatar_794
142,631,87,34,paris,36,swedish,1,332021,avatar_794
143,229,188,118,paris,36,swedish,1,332021,avatar_794
144,229,188,118,paris,36,swedish,1,332021,avatar_794
145,415,126,66,paris,36,swedish,1,332021,avatar_794
146,415,126,66,paris,36,swedish,1,332021,avatar_794
147,66,150,93,paris,36,swedish,1,332021,avatar_794
148,66,150,93,paris,36,swedish,1,332021,avatar_794
149,148,121,64,paris,36,swedish,1,332021,avatar_794
150,148,121,64,paris,36,swedish,1,332021,avatar_794
151,868,185,121,paris,36,swedish,1,332021,avatar_794
152,868,185,121,paris,36,swedish,1,332021,avatar_794
153,207,178,86,paris,36,swedish,1,332021,avatar_794
154,207,178,86,paris,36,swedish,1,332021,avatar_794
155,580,126,61,paris,36,swedish,1,332021,avatar_794
156,580,126,61,paris,36,swedish,1,332021,avatar_794
157,614,91,35,paris,36,swedish,1,332021,avatar_794
158,614,91,35,paris,36,swedish,1,332021,avatar_794
159,327,201,110,paris,36,swedish,1,332021,avatar_794
160,327,201,110,paris,36,swedish,1,332021,avatar_794
161,602,115,38,paris,36,swedish,1,332021,avatar_794
162,602,115,38,paris,36,swedish,1,332021,avatar_794
163,851,89,73,paris,36,swedish,1,332021,avatar_794
