,hotel_id,price,stock,city,date,language,mobile,avatar_id,name
0,549,105,10,vienna,21,romanian,1,300211,avatar_d_portuguese_price_mean_villes_date_12
1,549,105,10,vienna,21,romanian,1,300211,avatar_d_portuguese_price_mean_villes_date_12
2,565,273,46,vienna,21,romanian,1,300211,avatar_d_portuguese_price_mean_villes_date_12
3,565,273,46,vienna,21,romanian,1,300211,avatar_d_portuguese_price_mean_villes_date_12
4,70,176,42,vienna,21,romanian,1,300211,avatar_d_portuguese_price_mean_villes_date_12
5,70,176,42,vienna,21,romanian,1,300211,avatar_d_portuguese_price_mean_villes_date_12
6,848,161,52,vienna,21,romanian,1,300211,avatar_d_portuguese_price_mean_villes_date_12
7,848,161,52,vienna,21,romanian,1,300211,avatar_d_portuguese_price_mean_villes_date_12
8,530,99,12,vienna,21,romanian,1,300211,avatar_d_portuguese_price_mean_villes_date_12
9,530,99,12,vienna,21,romanian,1,300211,avatar_d_portuguese_price_mean_villes_date_12
10,704,107,0,vienna,21,romanian,1,300211,avatar_d_portuguese_price_mean_villes_date_12
11,704,107,0,vienna,21,romanian,1,300211,avatar_d_portuguese_price_mean_villes_date_12
12,928,80,13,vienna,21,romanian,1,300211,avatar_d_portuguese_price_mean_villes_date_12
13,928,80,13,vienna,21,romanian,1,300211,avatar_d_portuguese_price_mean_villes_date_12
14,8,112,20,vienna,21,romanian,1,300211,avatar_d_portuguese_price_mean_villes_date_12
15,8,112,20,vienna,21,romanian,1,300211,avatar_d_portuguese_price_mean_villes_date_12
16,128,211,28,vienna,21,romanian,1,300211,avatar_d_portuguese_price_mean_villes_date_12
17,128,211,28,vienna,21,romanian,1,300211,avatar_d_portuguese_price_mean_villes_date_12
18,33,144,24,vienna,21,romanian,1,300211,avatar_d_portuguese_price_mean_villes_date_12
19,33,144,24,vienna,21,romanian,1,300211,avatar_d_portuguese_price_mean_villes_date_12
20,699,122,20,vienna,21,romanian,1,300211,avatar_d_portuguese_price_mean_villes_date_12
21,699,122,20,vienna,21,romanian,1,300211,avatar_d_portuguese_price_mean_villes_date_12
22,875,105,9,vienna,21,romanian,1,300211,avatar_d_portuguese_price_mean_villes_date_12
23,875,105,9,vienna,21,romanian,1,300211,avatar_d_portuguese_price_mean_villes_date_12
24,924,145,24,vienna,21,romanian,1,300211,avatar_d_portuguese_price_mean_villes_date_12
25,924,145,24,vienna,21,romanian,1,300211,avatar_d_portuguese_price_mean_villes_date_12
26,64,80,0,vienna,21,romanian,1,300211,avatar_d_portuguese_price_mean_villes_date_12
27,64,80,0,vienna,21,romanian,1,300211,avatar_d_portuguese_price_mean_villes_date_12
28,250,248,50,vienna,21,romanian,1,300211,avatar_d_portuguese_price_mean_villes_date_12
29,250,248,50,vienna,21,romanian,1,300211,avatar_d_portuguese_price_mean_villes_date_12
30,354,90,15,vienna,21,romanian,1,300211,avatar_d_portuguese_price_mean_villes_date_12
31,354,90,15,vienna,21,romanian,1,300211,avatar_d_portuguese_price_mean_villes_date_12
32,184,258,48,vienna,21,romanian,1,300211,avatar_d_portuguese_price_mean_villes_date_12
33,184,258,48,vienna,21,romanian,1,300211,avatar_d_portuguese_price_mean_villes_date_12
34,462,79,4,vienna,21,romanian,1,300211,avatar_d_portuguese_price_mean_villes_date_12
35,462,79,4,vienna,21,romanian,1,300211,avatar_d_portuguese_price_mean_villes_date_12
36,635,108,21,vienna,21,romanian,1,300211,avatar_d_portuguese_price_mean_villes_date_12
37,635,108,21,vienna,21,romanian,1,300211,avatar_d_portuguese_price_mean_villes_date_12
38,382,144,32,vienna,21,romanian,1,300211,avatar_d_portuguese_price_mean_villes_date_12
39,382,144,32,vienna,21,romanian,1,300211,avatar_d_portuguese_price_mean_villes_date_12
40,87,171,38,vienna,21,romanian,1,300211,avatar_d_portuguese_price_mean_villes_date_12
41,87,171,38,vienna,21,romanian,1,300211,avatar_d_portuguese_price_mean_villes_date_12
