,hotel_id,price,stock,city,date,language,mobile,avatar_id,name
0,427,157,37,madrid,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
1,427,157,37,madrid,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
2,710,108,16,madrid,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
3,710,108,16,madrid,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
4,495,237,44,madrid,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
5,495,237,44,madrid,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
6,458,71,16,madrid,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
7,458,71,16,madrid,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
8,600,63,8,madrid,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
9,600,63,8,madrid,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
10,265,288,29,madrid,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
11,265,288,29,madrid,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
12,31,109,16,madrid,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
13,31,109,16,madrid,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
14,241,126,0,madrid,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
15,241,126,0,madrid,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
16,310,65,31,madrid,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
17,310,65,31,madrid,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
18,870,71,5,madrid,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
19,870,71,5,madrid,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
20,398,64,11,madrid,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
21,398,64,11,madrid,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
22,444,83,44,madrid,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
23,444,83,44,madrid,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
24,673,159,33,madrid,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
25,673,159,33,madrid,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
26,982,144,31,madrid,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
27,982,144,31,madrid,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
28,822,143,42,madrid,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
29,822,143,42,madrid,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
30,966,63,11,madrid,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
31,966,63,11,madrid,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
32,888,214,50,madrid,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
33,888,214,50,madrid,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
34,527,136,20,madrid,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
35,527,136,20,madrid,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
36,886,116,12,madrid,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
37,886,116,12,madrid,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
38,414,65,18,madrid,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
39,414,65,18,madrid,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
40,384,166,32,madrid,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
41,384,166,32,madrid,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
42,768,245,37,madrid,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
43,768,245,37,madrid,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
44,39,109,15,madrid,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
45,39,109,15,madrid,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
46,276,70,1,madrid,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
47,276,70,1,madrid,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
48,697,148,20,madrid,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
49,697,148,20,madrid,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
50,791,103,16,madrid,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
51,791,103,16,madrid,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
52,800,93,7,madrid,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
53,800,93,7,madrid,20,romanian,1,258588,avatar_d_portuguese_cheap_villes_date_9
